id;totalReg;anomalies;notAanomalie;meanValueAll;meanValue;stdValue;mediaValue;totalTime;dateDir;percentAnomaly;imptEngLoad;imptEngRPM;imptGndSpd;imptBaseCutPrs;imptBaseCutHght;imptChopperHydPrs;imptChopperRPM;imptAboveEngLoad;imptAboveEngRPM;imptAboveGndSpd;imptAboveBaseCutPrs;imptAboveBaseCutHght;imptAboveChopperHydPrs;imptAboveChopperRPM;anomalyAcumulate;totalAcumulate
70;99848;48230;51618;0,08016470300466383;0,12089501387855933;0,17232222517064857;0,09899990942846085;66432;2024-09-07;48,3;89903,38854947752;103083,38976677209;86002,07404515705;72422,8766293284;196546,80913913378;107793,29946548524;128668,11843436504;59008,16045853735;76482,16426581121;58493,47521807899;47652,52000514783;156881,4670282578;78474,71519243144;94422,61672930142;561643;4611933
71;107686;10359;97327;0,05195167152665675;0,16588066460249917;0,3434653310765072;0,08856203584592996;65644;2024-09-08;9,6;77893,08281029988;78682,51314530586;71337,0952022288;58841,80623075208;92229,04950842402;74366,26401446023;94892,74989901717;16875,52440153714;29824,483511474507;18257,283185782322;13653,419142104905;30803,01186491453;23035,071939148074;35950,27080753285;572002;4719619
72;80471;7481;72990;0,05219621679680032;0,17961091818871328;0,4087393258484538;0,08670789062786265;62486;2024-09-09;9,3;56804,401090626416;68092,11048908402;59562,96381027296;46562,279181597594;53105,75993433161;55211,65797276836;72288,44018314543;12053,301687257132;31829,367622746886;14533,879490008288;9571,497893473575;15407,14504749473;18337,218056916412;29947,17954114005;579483;4800090
73;96041;3912;92129;0,03996357821574023;0,11092254881918424;0,2598044140308516;0,08081877948055169;52513;2024-09-10;4,1;47075,65371062668;58197,96771195695;59159,789246148466;50092,701288131066;56597,7872878698;51384,105160889;53629,91310534063;4185,326754779891;10699,695638668343;6139,534090599614;3704,675322803925;6171,691916484101;6318,993338120591;5305,126014647093;583395;4896131
74;121819;2190;119629;0,0350999144161931;0,1582290895595589;0,2560888353147311;0,0859168078656734;66075;2024-09-11;1,8;58598,849014172796;69659,81967574262;69113,72650899917;57339,07376246689;46548,15940899989;55128,56277883765;62643,783328873105;3379,874091605322;10683,52620783177;4212,75827272907;2892,7357764045946;3611,4521801532737;4556,088201009006;4622,6924715394825;585585;5017950
75;89679;2542;87137;0,03769443960508312;0,16020335429511962;0,26437127029969537;0,09128614128819335;53567;2024-09-12;2,8;45106,79152352948;60237,185924917896;50690,6505218548;42345,18956248701;42562,70268981591;41856,46017920011;48480,18523393265;4006,9877564866474;15617,498438196346;3602,9131891149746;3354,5445797024363;3630,6689434208224;4577,0543842791185;5119,5515173826825;588127;5107629
76;94784;24271;70513;0,05750199997021375;0,10210726855720774;0,0981674113715773;0,09073674729405021;50281;2024-09-13;25,6;56100,544100634084;67594,28075858351;68641,27249368778;50785,87050475741;158077,77891681143;64558,86173634805;68367,80887648846;20577,044988772435;29271,42170706275;27161,633095423134;18715,45943366502;92680,91282196417;26802,86509409441;27658,72334390933;612398;5202413
77;90389;5038;85351;0,04524653330020834;0,2540232460569978;1,0874507193590486;0,09635428018698142;64146;2024-09-14;5,6;54082,68491409861;105902,04201767125;52231,82623236992;41985,48668702165;50609,535340374045;42426,11904173451;53561,61781704318;7459,923180519498;66927,68815749067;11106,8013726262;6276,055664214493;13607,841863726999;8435,878017258037;11603,184880409237;617436;5292802
78;57451;1415;56036;0,038040402574017876;0,2193631139636008;0,74215888901407;0,09423846484977022;37319;2024-09-15;2,5;30667,504396112356;35103,401576287724;31656,318306712325;24918,282524506856;27949,42576572672;26243,906830642074;37636,15909144199;2282,413533593151;8694,487616692706;2559,220924570087;1716,3330127064999;2320,4322439218763;3331,6849298526695;9514,510751995535;618851;5350253
79;80332;12371;67961;0,05411770153858922;0,12666057500820135;0,1655251946398642;0,09709171447168304;49335;2024-09-17;15,4;68544,96724776976;55376,351575523026;57484,60156934809;52641,1086530934;82483,39414352765;49889,63040503232;59623,500005508824;20499,310612868492;20871,07713423345;19916,87730179449;17888,126219320624;34447,386960398384;18702,442767580604;21232,74039959719;631222;5430585
80;89528;11676;77852;0,05345722006848554;0,11282817015698247;0,17042288087868815;0,0802460109574391;53918;2024-09-18;13,0;62895,878638284936;70017,07222456131;56897,755907178034;55829,98264896981;113993,15376679451;49659,887504185805;59726,23314260457;14331,937951147807;27762,02311711613;14151,376241286047;13010,521957053274;30698,02033351239;14092,17484477804;15057,353600892915;642898;5520113
81;108441;33888;74553;0,06518970411595822;0,09775060327229847;0,11407980824781958;0,08198824773397213;69587;2024-09-19;31,3;82717,63778157925;95618,99359863719;76168,43142254702;64195,423215591276;214211,3368795157;74020,3708333911;85853,00326455347;34499,66263349445;51828,234799544465;34082,213528458255;27261,027309725676;103351,630089306;34864,50322087529;38744,82790037379;676786;5628554
82;84449;10056;74393;0,06823168938669467;0,2936995557300273;0,6453364012726265;0,10475648697736756;58191;2024-09-22;11,9;68319,13648786535;185499,1002922238;65409,50106374805;49131,7755482335;71169,12961056388;57752,017750340594;67404,93707469243;18865,372269522697;149594,31858731323;24941,62638728728;14157,875727540173;34385,00523106664;19665,373904281107;27827,815670262225;686842;5713003
83;73228;5981;67247;0,050023757828357863;0,15560113737703632;0,31142860663275074;0,08779776803038249;49538;2024-09-23;8,2;65892,0605819629;62022,229093728245;45756,21763991621;37355,065861737625;53499,95895594118;46883,26434632011;47578,897869388486;10277,896307890125;29366,468636977264;10748,304099481606;6934,105911135487;15814,050684979386;8940,036368622703;9122,877450814834;692823;5786231
84;17945;1301;16644;0,048227565723977975;0,08720241621554345;0,051370273099166336;0,07644449608576724;14603;2024-09-24;7,2;13535,27589469046;10454,802325220906;13349,081278521797;8065,598157804273;15459,19810552401;11206,92661992265;12742,596976161376;1590,813694983396;1710,9138042182533;1798,658944444843;1044,030359057187;2023,8054661930464;1430,3207325763074;1519,5906611763207;694124;5804176
85;50581;11449;39132;0,07495068617256812;0,1781609369922319;0,535359151529105;0,08562841013371478;39412;2024-09-25;22,6;52066,49321970506;90514,44421179303;57975,75655642633;32464,742777048108;52140,78661099339;32455,241524069716;53893,74918035202;21922,701334012494;70235,50829132079;25656,680918282364;14127,4489076036;26051,420291805814;12613,88560045997;29289,282283674056;705573;5854757
86;934;577;357;0,09566711399261628;0,11840133272425561;0,1528631571556005;0,08437605724697443;1082;2024-09-26;61,8;1522,1788423447538;1486,253542884192;2161,9956788708205;938,7944033386248;812,3121379490727;861,0002078212781;974,0674647634131;1115,1864584934583;1277,3347969378638;1612,3356533508381;724,2560777756928;629,6014823217917;622,9112671247025;713,4960242214105;706150;5855691
87;74196;7063;67133;0,05924837348064677;0,22118636958475643;0,5536562486180225;0,08038291302973578;56042;2024-09-27;9,5;56290,258296200285;116603,3341501274;67656,90364867606;37767,8618869689;46669,92245823646;47540,523300551664;58278,44349871233;12879,312302538769;82579,30548765732;14572,949740623493;7017,446179471369;12546,126234037798;9710,714384861043;13793,599851769557;713213;5929887
88;105407;6883;98524;0,046988421200130165;0,1415429014416571;0,3334581305851948;0,08266307468159252;62945;2024-09-28;6,5;60766,31104402747;88829,82187806074;109931,29428166793;53532,81349673737;50089,75666170302;54507,41508340451;67727,62187173552;9906,91286082799;36819,016833661495;15675,24410410047;7937,076745557689;8586,621530090086;7681,708776322377;8868,91863048665;720096;6035294
89;94958;5060;89898;0,044268288673433014;0,19740292861306039;0,7299159571479401;0,08678560840952224;74643;2024-09-29;5,3;54056,63668408951;57294,59358603605;63314,04408184874;47800,8088874848;52278,788494401764;51735,73549650097;85444,58399708974;8647,835902302686;13513,786700611981;8889,740817717471;8527,394796095725;7091,088007101815;10313,33192993772;40904,98608687697;725156;6130252
90;110652;46670;63982;0,07316294049146048;0,10375229122274131;0,13107740640440993;0,08554743854128066;71102;2024-09-30;42,2;85575,2674811703;110882,11848159731;92332,26000856038;72016,7883806557;233231,01758160416;97280,47988789398;102053,38592215205;46558,443490281934;72797,14295068505;51427,37448832245;40626,39315180949;143646,55144670742;58145,349628164804;61326,449117830314;771826;6240904
91;118301;50887;67414;0,07211371072520645;0,10575148649472194;0,19281974119594164;0,08813976757257627;68587;2024-10-01;43,0;111569,91497155088;118172,32310949717;82798,58277004071;69339,12115320134;223827,58963911372;107579,38645088201;122763,24297094338;60503,169910382814;83435,76989904429;47645,84214750881;38007,37374800529;153592,3830594711;66142,52969202629;78047,76908273216;822713;6359205
92;75832;31394;44438;0,07523372825466293;0,11824838654142927;0,29268961488790207;0,0885387521168281;54928;2024-10-02;41,4;67571,72154047084;90481,67676355425;60610,86401649138;47688,73988926382;142049,6100032194;66979,45472529336;83705,3471897138;34586,60151339967;67314,46363482952;36430,05394602639;26693,510566113815;102323,20210228629;39038,17159212137;57418,401659223935;854107;6435037
93;98883;67670;31213;0,08742847881434537;0,10838758741283097;0,14376362363932846;0,09637268146986808;64894;2024-10-03;68,4;95246,77155018556;121103,7772836223;81924,095184621;66732,11862498218;289010,58246908046;97872,23452808236;95339,06687811116;72848,04737371264;105106,02651345974;65859,35357086918;53038,66892137185;265409,9604407712;78952,6986373586;77574,8724846476;921777;6533920
94;87515;19433;68082;0,0575011264620745;0,10961682219770957;0,19893887512995223;0,08695567054406551;57582;2024-10-04;22,2;75274,49407055591;82309,09359756812;61434,56344877643;45506,56215460442;105162,5650752727;60636,76962339879;62832,638098011295;26112,243827989874;45468,816861742765;21446,697816828353;15606,797689663597;55425,82291881665;21892,440959428874;22805,18309080314;941210;6621435
95;75372;52991;22381;0,0863935476701872;0,10150538669927381;0,09131571051183981;0,09461940554936009;41150;2024-10-06;70,3;52104,195652913055;72277,13089751526;62401,05681059053;49012,186912495265;276138,6106346137;54718,141765454275;71490,81587617517;39789,15333168892;57894,79117723939;50465,71498882966;39142,783004474506;237825,30372826496;43806,52246316474;58205,18207132464;994201;6696807
96;39017;774;38243;0,03844959872093773;0,0908936007628467;0,09776007298880773;0,07707482572366894;21573;2024-10-07;2,0;20813,439484233735;20837,35859604407;20962,954299480345;15152,125647890416;30024,779933521757;16304,868596962358;22922,89678476181;609,388827091677;1418,1275469724837;971,1797113819288;446,10528835358735;2127,323639602734;621,8364801512091;700,4999115098337;994975;6735824
97;5639;5639;0;0,16993967997955003;0,16993967997955003;0,04649689515201671;0,17104615027937733;7095;2024-10-09;100,0;8601,072548699569;9561,58263963451;7486,954125878834;4404,294134958282;24836,500226324395;4524,050000849573;34497,952153314494;8601,07254869948;9561,582639634507;7486,954125878795;4404,294134958268;24836,500226324388;4524,050000849577;34497,95215331389;1000614;6741463
98;9145;9144;1;0,16875983665290395;0,16877079332885944;0,3072509266886868;0,13647969124908052;8480;2024-10-10;100,0;16785,223467554395;31829,062844035983;12374,979153634062;8046,092634912604;28317,271315401245;8998,821435325794;44892,802355836;16783,740157715023;31828,637796269246;12374,155889265301;8045,710759126943;28316,5146023292;8997,270222755578;44891,503724050606;1009758;6750608
99;101249;101249;0;0,13979499497434525;0,13979499497434525;0,103427513698388;0,1339136971105701;55321;2024-10-13;100,0;123386,78794615169;177927,6613934459;125171,76228532352;68472,97597598498;292094,81699026393;69214,91803475363;530833,2150974963;123386,787946144;177927,6613934512;125171,76228531961;68472,97597598276;292094,81699025433;69214,91803475464;530833,2150975268;1111007;6851857
100;124945;124942;3;0,1324847816183251;0,13248633677076596;0,16671157167933065;0,12320703643175251;67441;2024-10-14;100,0;126069,87352081467;273571,9126731191;163396,69177926722;71142,4103855066;310563,5784813404;76273,73284314954;601206,2821683278;126068,486198523;273569,9749733669;163394,72607342832;71140,93507536262;310559,27233414096;76271,68461124599;601199,4938375753;1235949;6976802
101;93869;93860;9;0,1227747106736401;0,12278000195512967;0,09872438628381336;0,11613907948421522;57048;2024-10-15;100,0;98658,65812412393;164809,04292325204;113210,08793211867;51761,29491819507;204617,8701453402;54919,28965153964;441448,20929540135;98653,29303566883;164801,14849865952;113205,01163568617;51757,67915680177;204607,85147954576;54915,63174956682;441424,2208279283;1329809;7070671
102;89071;88966;105;0,14747556078043547;0,14756842084401273;0,2377703959320448;0,12831719717631818;55818;2024-10-16;99,9;113701,00133763603;230196,43429672337;127177,07735273098;62551,41864944657;249822,88164249616;59168,666493905046;444647,13849106105;113637,8326225929;230093,24656921218;127116,04966267585;62510,02034872591;249729,67825053376;59118,52616483249;444394,7150046707;1418775;7159742
103;102489;102489;0;0,13299568549062293;0,13299568549062293;0,06367641819898373;0,12606499011167066;69188;2024-10-18;100,0;130937,69124219903;169934,24378005863;136107,0932343169;60993,06514326475;252754,31132035248;87394,41668152304;497677,47000262927;130937,69124219431;169934,24378005948;136107,09323431243;60993,06514326201;252754,3113203413;87394,41668152052;497677,4700026583;1521264;7262231
104;2669;2669;0;0,15360464349066819;0,15360464349066819;0,05157189440878485;0,14668629100666933;2632;2024-10-19;100,0;3919,9718193133863;3860,7026189879152;3098,2677176238994;1971,877256917298;10966,128385887605;4102,785392130767;12257,404569845161;3919,9718193133986;3860,702618987918;3098,2677176239;1971,8772569172945;10966,128385887734;4102,785392130767;12257,404569845132;1523933;7264900
105;31340;31336;4;0,14112065401812282;0,1411300976905206;0,04211886312499132;0,13497125337808985;19918;2024-10-22;100,0;56332,660207249704;44235,49718965304;38254,839713823814;21785,424778134784;107612,72385717186;30140,983220004164;135064,55813290126;56328,02475992176;44231,64236415674;38252,76545124562;21783,779103860463;107607,97346954995;30139,925838323314;135056,2576534949;1555269;7296240
106;40046;40018;28;0,12037347163673456;0,12041100349400204;0,046556636163388294;0,11681988350649247;23661;2024-10-24;99,9;56096,96257987605;59546,72374281227;47601,29371003583;19013,13419868408;103743,6933014972;26246,898561933423;160157,94633131166;56072,20771222816;59521,201121310165;47583,67033367583;19004,679052294625;103698,86593381832;26238,325836074913;160104,58871726197;1595287;7336286
107;96035;96015;20;0,17461077148924226;0,17463002792714638;0,23497121316235076;0,15229448262006653;68352;2024-10-27;100,0;174871,72159186387;294658,9468460304;121396,58879768348;76918,466925568;452573,0076529974;140659,3404141594;382207,6453218788;174858,57146142804;294645,92804268067;121382,51650470824;76911,38578612467;452552,6725427019;140654,14377582684;382170,7907661991;1691302;7432321
108;75064;75060;4;0,1483152149842628;0,14831960861614985;0,2679577477665185;0,12248326544556365;44071;2024-10-28;100,0;106843,61163918383;239390,7414666539;79781,36040723215;49973,28261591374;249167,59501554133;107254,00852742624;258636,46349077596;106839,54819657904;239388,64244422544;79779,34878892696;49971,52349786062;249161,91181360054;107252,42502709327;258627,84285909278;1766362;7507385
109;116884;113472;3412;0,12689033151146265;0,12880469202232833;0,18684811764343964;0,11205735215331114;71006;2024-10-29;97,1;179552,2596725554;259786,06345548842;124544,69326368354;83552,45873837556;279083,9876699566;142494,3628110838;384468,22621061694;175998,0929080612;257112,28919492627;122359,33633499546;82233,27475207594;276265,0360672933;140309,01994008617;378064,10009197134;1879834;7624269
110;98018;97267;751;0,12762065803964923;0,12812836358303448;0,06630852149026957;0,12127424521882174;56354;2024-10-30;99,2;139083,92930881848;130839,28707844924;101058,74126343256;63096,65841331187;343421,1346837976;161746,9995989728;286647,17230677535;138497,4633577945;130238,97483107516;100627,48231525601;62797,55222873102;342770,8169441269;161258,3840776285;285150,1572272104;1977101;7722287
111;105518;105096;422;0,13485303760065037;0,13514859787888678;0,10691162281627747;0,12389330511491731;70282;2024-10-31;99,6;163198,57128165025;151503,10825615234;136090,84535722478;94588,80624393056;317070,5080954122;169697,14586832497;362334,45140871184;162872,5796305508;151122,64893252146;135897,59674792216;94421,28990655774;316680,26204490144;169507,08514623425;361449,0877738562;2082197;7827805
112;86082;86075;7;0,13243636678760948;0,1324394142395073;0,12242128171675558;0,122663394223759;59300;2024-11-01;100,0;144186,45996903023;126686,50155645823;96771,13629815521;69162,85046939779;250380,06762282745;136400,88470764586;293611,1210141273;144182,9213474429;126683,35773349827;96768,84152238216;69161,27291966332;250375,60028623766;136397,070832632;293603,7482633663;2168272;7913887
113;31101;31101;0;0,15820712223133834;0,15820712223133834;0,3231989664944799;0,13693407629462706;22309;2024-11-02;100,0;66466,17834047615;66718,40866548098;40616,784531986166;33647,654130439994;107773,39897117448;61748,62501338074;105228,12178171272;66466,17834047528;66718,40866548051;40616,78453198602;33647,654130440096;107773,39897117781;61748,625013380566;105228,1217817114;2199373;7944988
114;61672;61672;0;1,3460998506312158;1,3460998506312158;1,187065684277545;1,3037207241880049;42074;2024-11-11;100,0;202078,13454487658;193961,9448623977;156940,8299381869;170256,92337033173;321689,1845968118;226282,82576764806;6864423,815758926;202078,1345448839;193961,94486239622;156940,82993818744;170256,9233703345;321689,1845968037;226282,82576764634;6864423,815756327;2261045;8006660
115;75138;74797;341;0,12627679250350196;0,12655764461151134;0,09930512361258857;0,11703458773153626;49448;2024-11-13;99,5;103564,6179367194;117771,92618062961;76405,28195276001;50130,46876628605;255319,53133889125;102378,13363534246;224272,23243187348;103345,20126252127;117515,53185767605;76206,18452122633;49976,44882066007;254943,74270412646;102176,44961244555;223517,39133399824;2335842;8081798
116;71912;63958;7954;0,10834594338425478;0,11451257681785036;0,10738038697035274;0,10527827064998008;47525;2024-11-14;88,9;90756,09637393919;93640,6656360458;69887,98390449406;52323,73508139926;192159,35143026838;60745,61625597189;204009,29871408234;85635,47645086309;88017,86486859166;65282,57283132676;48617,3449969972;180030,47773684055;56521,00116130433;193646,80998945964;2399800;8153710
117;53697;52553;1144;0,18271529974952785;0,1854304390502872;0,1086752252077045;0,18584751326590424;31096;2024-11-15;97,9;76611,08997155928;89872,78606178986;98352,04726503613;63837,3354977879;254571,69120374118;75124,163536061;303063,0802302617;75730,54608246479;89160,05388972495;97658,48015443573;63315,03439371876;252859,02410197043;74218,45859796261;302061,1373939149;2452353;8207407
118;215;215;0;1,6524337244518985;1,6524337244518985;0,0718325224426396;1,638692025183902;1291;2024-11-16;100,0;583,7183386222772;21276,126538559576;814,2889953649594;187,05156541358127;8508,79602732442;355,901122925124;3090,895985991576;583,7183386222772;21276,126538559576;814,28899536496;187,05156541358133;8508,796027324408;355,9011229251241;3090,895985991578;2452568;8207622
119;49724;49702;22;0,24087151115265656;0,24087151115265656;0,4278505602297033;0,20754421982650537;34929;2024-11-17;100,0;58993,204432797866;97613,02569519899;114138,08385508962;59174,674850715855;270313,63414040406;76404,35910625977;496599,01095584896;58993,20443280144;97613,02569519481;114138,08385508927;59174,674850714604;270313,6341403911;76404,35910626026;496599,0109558447;2502270;8257346
120;22066;22045;21;0,2873224971379388;0,28732249713793884;0,5402671818111472;0,22883590494584197;16867;2024-11-18;99,9;27709,210492177244;46328,14432965378;66586,82897918473;24883,00002137103;116284,4457377495;36044,031548157756;302898,7349334805;27709,210492178016;46328,14432965288;66586,82897918449;24883,000021371066;116284,44573775058;36044,03154815754;302898,73493348085;2524315;8279412
121;1089;1074;15;2,9348179067878455;2,9348179067878455;4,300950181749153;1,345791159470574;8169;2024-11-22;98,6;4730,81555281807;18276,98231873855;4792,63703598524;2750,2893776666515;14434,763903212888;3234,8352285430074;260675,13090826993;4730,815552818067;18276,982318738563;4792,637035985235;2750,289377666651;14434,763903212932;3234,835228543008;260675,1309082704;2525389;8280501
122;1172;1153;19;3,2965701195468573;3,2965701195468573;3,1704107650894953;2,4998602978528193;13260;2024-11-23;98,4;5007,063560350927;5307,282326178151;4120,8953671857;4722,230833766678;8465,105100297407;5164,730952664835;339705,33594763384;5007,063560350928;5307,282326178152;4120,895367185698;4722,230833766681;8465,1051002974;5164,730952664835;339705,33594764053;2526542;8281673
123;28;27;1;3,050029889835262;3,050029889835262;2,588524054526231;2,5590811874970694;3462;2024-11-24;96,4;131,7637073119014;152,49298237834688;99,04115070449146;138,41752359451408;196,9981809192617;139,61778951981904;7212,047754075768;131,7637073119014;152,4929823783469;99,04115070449144;138,41752359451408;196,9981809192617;139,61778951981904;7212,0477540757665;2526569;8281701
